Vardas         Pavarde        ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9   ND10  ND11  ND12  ND13  ND14  ND15  Egz.  
Vardas159      Pavarde159     4     7     1     1     7     9     2     4     8     10    9     9     10    3     10    5     
Vardas160      Pavarde160     5     4     1     5     5     3     8     6     2     7     4     6     5     5     7     10    
Vardas161      Pavarde161     6     3     2     7     3     4     8     9     2     9     8     7     7     6     8     10    
Vardas162      Pavarde162     6     4     7     6     2     2     6     5     5     1     9     8     9     1     3     6     
Vardas163      Pavarde163     3     1     6     9     9     4     8     2     7     3     1     10    1     3     2     1     
Vardas164      Pavarde164     7     8     4     8     9     2     10    3     4     7     9     8     6     4     10    4     
Vardas165      Pavarde165     6     2     4     4     5     9     7     9     4     2     5     6     10    3     9     2     
Vardas166      Pavarde166     6     6     5     2     6     5     7     9     5     7     5     5     7     2     3     7     
Vardas167      Pavarde167     5     5     4     8     9     3     7     7     9     6     6     6     3     4     7     2     
Vardas168      Pavarde168     5     8     1     8     7     6     1     7     8     8     8     4     7     6     9     8     
Vardas169      Pavarde169     9     4     7     3     3     9     2     9     7     10    9     3     1     2     9     8     
Vardas170      Pavarde170     6     9     7     3     4     5     9     5     5     10    3     3     8     5     3     1     
Vardas171      Pavarde171     2     1     9     2     5     10    4     4     6     5     6     5     8     2     6     6     
Vardas172      Pavarde172     1     10    6     1     3     9     3     1     8     4     10    4     8     4     2     8     
Vardas173      Pavarde173     1     3     10    2     6     2     1     5     1     2     4     1     6     5     3     1     
Vardas174      Pavarde174     6     3     5     7     1     2     7     2     2     2     4     6     1     10    6     2     
Vardas175      Pavarde175     8     8     5     9     4     9     2     4     6     8     10    4     2     9     1     2     
Vardas176      Pavarde176     9     4     5     6     6     6     4     2     10    8     3     2     9     5     8     6     
Vardas177      Pavarde177     2     4     7     10    2     5     9     9     8     2     4     6     9     2     6     9     
Vardas178      Pavarde178     6     4     9     4     2     10    7     7     4     3     6     5     3     5     3     9     
Vardas179      Pavarde179     3     6     1     6     3     3     6     1     5     1     3     2     3     4     5     6     
Vardas180      Pavarde180     10    7     9     2     3     6     2     1     9     1     3     1     1     10    6     1     
Vardas181      Pavarde181     10    6     4     5     9     10    3     9     10    6     9     3     9     10    2     2     
Vardas182      Pavarde182     9     7     4     7     9     10    1     5     9     4     2     1     9     9     10    4     
Vardas183      Pavarde183     5     10    4     8     2     5     1     1     9     6     9     1     1     3     10    6     
Vardas184      Pavarde184     7     2     5     5     10    7     5     10    4     7     7     6     3     1     4     8     
Vardas185      Pavarde185     6     7     3     10    5     7     1     6     10    9     9     8     1     4     5     9     
Vardas186      Pavarde186     10    9     9     3     8     4     5     1     8     4     9     4     9     6     5     9     
Vardas187      Pavarde187     3     5     4     3     10    7     10    1     3     7     8     3     7     8     10    10    
Vardas188      Pavarde188     2     1     5     4     4     10    7     2     7     7     6     9     3     8     1     9     
Vardas189      Pavarde189     4     5     5     8     8     2     7     4     8     9     9     1     1     1     2     3     
Vardas190      Pavarde190     3     8     7     4     4     6     10    1     5     3     6     6     9     10    7     3     
Vardas191      Pavarde191     10    5     7     6     1     7     10    2     10    3     3     5     5     1     6     2     
Vardas192      Pavarde192     2     6     4     6     2     5     9     3     4     6     1     4     3     10    7     10    
Vardas193      Pavarde193     10    7     3     3     4     9     1     10    8     7     1     9     5     6     9     2     
Vardas194      Pavarde194     7     5     8     2     8     10    1     9     5     1     4     6     5     4     7     9     
Vardas195      Pavarde195     4     10    2     3     5     6     1     4     4     6     1     2     6     4     1     6     
Vardas196      Pavarde196     3     8     4     7     10    10    9     3     4     4     4     4     3     10    8     4     
Vardas197      Pavarde197     7     6     1     1     6     6     10    6     1     2     2     9     8     2     7     4     
Vardas198      Pavarde198     3     8     6     2     8     2     9     2     9     1     2     6     8     9     5     8     
Vardas199      Pavarde199     3     3     4     4     9     7     3     9     9     8     8     10    8     3     7     3     
Vardas200      Pavarde200     3     1     3     9     4     8     9     5     10    7     9     4     2     4     8     4     
Vardas201      Pavarde201     8     4     4     3     7     6     9     8     10    10    1     4     9     8     6     2     
Vardas202      Pavarde202     9     9     8     1     4     2     6     4     9     8     1     6     1     1     5     10    
Vardas203      Pavarde203     10    10    5     2     8     4     5     10    4     10    10    1     1     1     8     3     
Vardas204      Pavarde204     1     6     2     4     3     4     8     6     8     4     6     4     1     6     9     4     
Vardas205      Pavarde205     7     4     10    5     7     9     6     2     5     3     4     6     2     6     7     7     
Vardas206      Pavarde206     9     8     2     3     5     5     8     4     1     6     1     10    6     9     6     9     
Vardas207      Pavarde207     3     5     9     6     1     9     6     10    10    5     2     8     2     2     5     5     
Vardas208      Pavarde208     4     6     8     5     3     4     1     2     7     9     10    10    1     7     5     8     
Vardas209      Pavarde209     1     2     1     2     2     8     8     6     3     8     1     3     3     9     7     5     
Vardas210      Pavarde210     7     9     3     2     2     10    8     5     7     3     8     6     7     9     10    1     
Vardas211      Pavarde211     9     10    9     1     6     9     6     7     1     9     1     9     2     5     1     4     
Vardas212      Pavarde212     8     1     9     7     8     2     4     6     9     4     10    5     6     6     1     7     
Vardas213      Pavarde213     10    6     7     5     5     9     2     10    9     6     2     7     9     5     9     9     
Vardas214      Pavarde214     10    8     8     7     3     3     8     3     4     2     7     6     5     1     8     3     
Vardas215      Pavarde215     7     3     6     2     5     5     3     5     3     1     3     10    6     7     10    8     
Vardas216      Pavarde216     3     5     7     10    10    2     1     10    10    3     10    2     2     1     9     1     
Vardas217      Pavarde217     8     5     8     9     8     10    4     7     9     1     4     7     7     10    2     5     
Vardas218      Pavarde218     5     8     7     9     6     10    1     2     9     10    4     9     1     3     3     4     
Vardas219      Pavarde219     7     4     4     8     8     3     10    9     1     5     2     3     6     6     2     7     
Vardas220      Pavarde220     6     7     10    9     1     10    9     6     9     6     2     3     6     6     5     7     
Vardas221      Pavarde221     2     8     4     1     2     7     10    1     5     7     4     2     1     5     7     7     
Vardas222      Pavarde222     2     5     10    6     10    2     2     1     1     9     10    7     9     3     2     4     
Vardas223      Pavarde223     9     8     5     6     10    3     2     4     8     7     7     8     6     4     2     4     
Vardas224      Pavarde224     6     2     6     4     9     10    3     2     9     1     1     6     8     2     10    4     
Vardas225      Pavarde225     3     9     6     2     6     4     10    5     9     1     4     10    7     1     2     4     
Vardas226      Pavarde226     10    4     8     2     8     3     1     3     8     7     4     3     4     5     2     4     
Vardas227      Pavarde227     10    9     2     10    4     1     1     8     10    7     1     7     10    9     9     9     
Vardas228      Pavarde228     7     10    7     1     3     9     9     4     4     3     4     9     9     5     1     10    
Vardas229      Pavarde229     7     4     2     7     6     9     7     6     2     1     1     6     4     6     8     5     
Vardas230      Pavarde230     4     7     5     6     4     4     2     6     8     7     6     6     10    2     10    7     
Vardas231      Pavarde231     6     6     9     9     8     9     5     9     1     7     2     7     5     10    2     8     
Vardas232      Pavarde232     9     5     8     10    7     7     4     2     6     2     5     8     10    10    8     5     
Vardas233      Pavarde233     8     4     6     8     10    5     2     6     9     7     2     2     5     8     6     10    
Vardas234      Pavarde234     8     2     3     7     2     8     2     10    10    6     6     4     9     8     1     2     
Vardas235      Pavarde235     4     2     9     5     7     3     3     2     4     7     6     5     8     8     4     3     
Vardas236      Pavarde236     1     8     1     5     8     2     10    1     5     5     9     7     7     4     10    8     
Vardas237      Pavarde237     8     2     7     1     9     4     9     1     8     9     7     6     8     4     6     1     
Vardas238      Pavarde238     6     9     2     3     9     5     10    8     2     6     5     5     8     5     1     4     
Vardas239      Pavarde239     9     5     3     10    3     3     8     4     5     10    8     3     7     9     6     6     
Vardas240      Pavarde240     8     10    2     8     4     9     5     5     9     8     4     6     2     9     5     6     
Vardas241      Pavarde241     1     1     6     9     6     5     7     1     4     3     4     10    7     1     4     5     
Vardas242      Pavarde242     6     6     2     10    6     1     10    10    5     8     10    1     2     8     6     10    
Vardas243      Pavarde243     6     7     5     9     6     6     6     3     1     4     5     7     5     4     5     7     
Vardas244      Pavarde244     10    3     6     4     1     3     6     4     4     1     6     2     6     5     1     9     
Vardas245      Pavarde245     5     4     9     8     3     10    1     7     5     9     9     10    1     3     7     5     
Vardas246      Pavarde246     1     7     9     5     7     5     4     4     1     10    3     1     9     6     3     4     
Vardas247      Pavarde247     6     7     7     7     9     3     7     5     3     5     2     6     7     4     9     1     
Vardas248      Pavarde248     3     1     6     1     7     8     6     5     6     10    5     8     5     3     10    3     
Vardas249      Pavarde249     9     8     3     1     6     9     9     10    9     6     5     10    5     6     7     8     
Vardas250      Pavarde250     8     5     10    9     8     9     8     4     5     2     2     2     5     5     9     5     
Vardas251      Pavarde251     2     1     4     10    9     8     10    5     7     10    2     3     3     3     5     10    
Vardas252      Pavarde252     6     3     4     8     6     9     4     7     10    3     3     6     3     4     6     1     
Vardas253      Pavarde253     9     10    5     1     6     6     5     4     4     5     7     3     3     3     2     5     
Vardas254      Pavarde254     1     4     9     10    2     9     3     8     10    5     8     4     4     6     10    7     
Vardas255      Pavarde255     3     4     5     8     9     5     6     4     5     4     10    10    9     5     9     7     
Vardas256      Pavarde256     6     4     6     1     8     8     2     6     3     8     4     1     10    6     3     8     
Vardas257      Pavarde257     7     10    3     2     6     9     1     4     4     10    7     9     5     3     6     7     
Vardas258      Pavarde258     7     2     7     10    4     5     4     10    7     10    9     10    4     4     10    7     
Vardas259      Pavarde259     1     9     8     4     9     1     3     6     6     5     1     9     7     7     1     3     
Vardas260      Pavarde260     9     4     7     10    6     5     6     5     9     2     9     3     2     1     6     6     
Vardas261      Pavarde261     10    5     1     10    6     8     10    5     9     3     10    4     4     8     3     3     
Vardas262      Pavarde262     7     10    9     10    10    9     4     7     5     7     8     1     9     9     10    1     
Vardas263      Pavarde263     8     5     1     7     9     1     1     7     1     10    9     5     2     9     6     2     
Vardas264      Pavarde264     5     7     2     1     10    1     4     4     5     3     10    8     5     2     5     1     
Vardas265      Pavarde265     9     3     7     6     6     8     1     7     2     3     7     3     7     3     9     3     
Vardas266      Pavarde266     1     5     9     1     1     3     3     2     1     4     10    5     2     7     10    7     
Vardas267      Pavarde267     5     7     9     1     9     7     9     6     6     3     4     4     7     9     5     4     
Vardas268      Pavarde268     1     2     1     2     7     3     1     1     5     8     9     9     10    4     6     4     
Vardas269      Pavarde269     2     4     4     6     3     7     10    2     5     8     2     1     10    4     9     6     
Vardas270      Pavarde270     9     9     5     9     3     10    7     3     3     2     8     6     5     8     1     9     
Vardas271      Pavarde271     2     10    5     5     2     7     8     10    5     10    9     5     8     9     2     4     
Vardas272      Pavarde272     6     4     2     3     2     3     10    5     7     6     9     1     5     1     4     10    
Vardas273      Pavarde273     8     3     9     4     3     10    4     6     2     9     9     10    1     7     7     4     
Vardas274      Pavarde274     1     9     6     10    8     5     9     2     10    2     1     5     2     9     8     3     
Vardas275      Pavarde275     4     1     1     3     5     10    4     3     5     1     3     5     6     5     7     2     
Vardas276      Pavarde276     4     1     6     7     9     9     9     1     6     3     3     4     7     1     10    1     
Vardas277      Pavarde277     5     1     4     6     6     1     10    10    2     1     3     9     3     3     10    5     
Vardas278      Pavarde278     10    6     4     9     5     4     1     10    1     4     10    10    2     7     7     5     
Vardas279      Pavarde279     10    4     9     3     2     3     9     5     7     8     6     8     4     7     5     4     
Vardas280      Pavarde280     7     9     10    8     2     5     4     10    1     7     1     4     5     9     10    5     
Vardas281      Pavarde281     5     6     2     10    10    8     4     5     10    4     4     8     5     3     3     10    
Vardas282      Pavarde282     3     8     1     1     3     5     8     7     4     8     2     3     10    2     4     4     
Vardas283      Pavarde283     2     7     6     3     10    6     2     1     7     1     2     6     8     4     7     10    
Vardas284      Pavarde284     10    9     4     7     9     5     10    7     10    6     8     4     9     9     9     1     
Vardas285      Pavarde285     1     4     8     6     3     7     4     5     4     10    10    5     9     5     6     10    
Vardas286      Pavarde286     2     7     9     2     10    7     9     4     3     3     9     6     6     1     8     4     
Vardas287      Pavarde287     10    3     1     7     1     5     4     10    9     3     10    2     10    6     7     2     
Vardas288      Pavarde288     2     2     7     6     5     1     2     7     7     7     2     7     9     8     8     6     
Vardas289      Pavarde289     10    6     5     5     1     4     6     7     1     4     9     2     7     9     1     1     
Vardas290      Pavarde290     4     9     6     4     8     4     4     2     5     10    9     9     6     8     10    1     
Vardas291      Pavarde291     7     8     8     1     7     3     1     4     10    4     1     7     2     2     5     4     
Vardas292      Pavarde292     9     10    9     3     1     4     8     9     3     1     9     5     6     9     1     10    
Vardas293      Pavarde293     3     9     4     1     5     5     9     2     10    7     9     9     10    8     8     7     
Vardas294      Pavarde294     4     9     10    8     2     7     9     9     10    9     3     4     9     9     10    2     
Vardas295      Pavarde295     4     1     7     4     7     5     3     6     1     6     5     3     1     1     6     9     
Vardas296      Pavarde296     9     5     8     4     7     4     9     7     5     8     1     4     8     10    4     1     
Vardas297      Pavarde297     4     1     6     9     2     5     8     6     3     7     2     2     6     1     6     7     
Vardas298      Pavarde298     8     10    8     5     7     9     3     9     10    10    9     10    10    6     4     4     
Vardas299      Pavarde299     5     5     7     10    10    9     1     6     10    10    7     2     10    1     1     5     
Vardas300      Pavarde300     3     10    5     7     10    7     5     6     9     5     8     5     8     7     7     10    
Vardas301      Pavarde301     9     1     7     4     8     10    9     5     2     4     1     4     2     4     6     10    
