Vardas         Pavarde        ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9   ND10  ND11  ND12  ND13  ND14  ND15  Egz.  
Vardas156      Pavarde156     4     9     1     5     5     2     6     3     10    1     10    1     1     9     8     9     
Vardas157      Pavarde157     10    3     5     1     6     10    8     1     1     8     4     7     6     4     1     5     
Vardas158      Pavarde158     8     6     10    2     10    9     9     4     8     5     5     9     10    2     5     10    
Vardas159      Pavarde159     5     7     5     8     6     3     5     2     6     10    8     3     7     10    5     7     
Vardas160      Pavarde160     1     10    8     8     3     1     10    10    5     2     3     6     2     3     2     4     
Vardas161      Pavarde161     7     6     3     1     8     7     1     4     10    4     6     2     10    5     10    4     
Vardas162      Pavarde162     8     2     9     10    2     1     5     3     5     4     8     6     10    6     9     7     
Vardas163      Pavarde163     5     6     5     9     9     5     2     7     5     3     8     5     6     3     8     8     
Vardas164      Pavarde164     5     9     3     5     10    1     10    10    2     10    3     6     5     1     1     6     
Vardas165      Pavarde165     4     5     9     5     2     2     8     5     10    4     6     7     8     3     1     3     
Vardas166      Pavarde166     3     9     1     5     7     2     7     4     9     9     10    1     1     7     9     8     
Vardas167      Pavarde167     2     10    3     7     5     8     2     8     1     3     2     6     5     3     4     5     
Vardas168      Pavarde168     3     4     7     10    2     1     9     3     9     4     7     3     7     4     3     1     
Vardas169      Pavarde169     7     10    1     8     8     6     4     9     9     1     8     10    6     9     7     9     
Vardas170      Pavarde170     6     9     5     4     10    2     8     9     10    6     10    6     10    8     6     5     
Vardas171      Pavarde171     8     10    6     2     8     6     9     4     4     5     4     7     2     8     2     10    
Vardas172      Pavarde172     5     9     2     5     4     1     8     2     4     7     9     1     1     7     10    6     
Vardas173      Pavarde173     3     6     10    7     1     1     2     7     8     7     4     5     1     7     3     8     
Vardas174      Pavarde174     7     6     4     8     5     7     5     5     10    5     5     4     5     2     3     5     
Vardas175      Pavarde175     9     6     9     6     4     8     9     7     10    2     6     2     8     10    8     3     
Vardas176      Pavarde176     1     3     1     5     2     3     7     6     4     7     6     5     9     6     9     9     
Vardas177      Pavarde177     9     2     1     5     10    1     2     1     9     9     4     8     7     2     5     9     
Vardas178      Pavarde178     3     5     3     10    6     2     4     1     5     4     1     1     8     5     10    8     
Vardas179      Pavarde179     8     8     6     2     4     3     8     3     9     2     9     1     7     8     2     7     
Vardas180      Pavarde180     2     8     6     1     5     1     8     7     8     1     3     6     9     10    3     2     
Vardas181      Pavarde181     7     2     4     4     1     9     8     9     2     4     1     3     10    2     10    8     
Vardas182      Pavarde182     10    9     9     7     6     10    9     1     10    4     6     4     3     10    2     1     
Vardas183      Pavarde183     5     4     7     3     10    1     10    4     1     9     10    10    10    5     2     9     
Vardas184      Pavarde184     5     5     9     8     6     3     4     3     4     3     3     10    2     3     8     4     
Vardas185      Pavarde185     7     6     10    1     4     3     3     2     6     6     6     5     7     5     2     5     
Vardas186      Pavarde186     6     8     4     10    8     3     7     9     3     2     3     9     1     4     8     7     
Vardas187      Pavarde187     7     6     7     5     1     4     9     9     8     10    5     5     6     9     5     9     
Vardas188      Pavarde188     2     5     3     6     3     1     6     8     8     3     5     7     7     3     6     2     
Vardas189      Pavarde189     2     9     4     7     2     1     2     3     8     9     2     6     3     10    9     8     
Vardas190      Pavarde190     8     9     4     1     8     7     7     8     5     10    4     2     3     7     2     8     
Vardas191      Pavarde191     7     10    1     4     6     1     2     7     3     6     10    4     10    4     2     7     
Vardas192      Pavarde192     1     6     1     1     10    6     4     1     9     6     4     6     4     9     4     3     
Vardas193      Pavarde193     1     2     8     10    8     3     1     10    10    7     1     4     5     6     4     1     
Vardas194      Pavarde194     5     4     4     10    9     5     7     1     4     2     10    1     1     7     4     10    
Vardas195      Pavarde195     7     1     5     1     7     1     3     8     6     7     10    8     3     6     7     6     
Vardas196      Pavarde196     2     2     3     1     8     2     8     3     7     9     2     6     1     4     2     1     
Vardas197      Pavarde197     8     7     6     2     6     1     10    9     8     9     3     4     2     9     6     4     
Vardas198      Pavarde198     10    7     8     6     4     10    6     3     6     1     8     6     8     4     10    8     
Vardas199      Pavarde199     1     3     7     9     10    2     9     1     10    5     6     7     10    8     5     3     
Vardas200      Pavarde200     6     1     3     7     8     3     5     5     5     8     10    3     9     8     3     2     
Vardas201      Pavarde201     7     6     2     8     4     7     6     1     3     2     1     1     9     6     9     4     
Vardas202      Pavarde202     5     9     5     2     7     4     4     3     4     5     8     9     7     9     7     1     
Vardas203      Pavarde203     3     10    10    6     1     8     3     6     6     9     6     6     4     1     7     8     
Vardas204      Pavarde204     2     8     4     4     10    10    1     7     6     9     8     9     5     5     4     4     
Vardas205      Pavarde205     9     10    1     10    1     6     6     7     4     6     3     7     5     9     9     9     
Vardas206      Pavarde206     4     9     2     6     2     5     9     10    5     3     4     3     6     1     10    7     
Vardas207      Pavarde207     6     9     5     6     5     8     1     1     4     9     10    6     7     8     7     3     
Vardas208      Pavarde208     1     2     7     10    8     6     10    9     4     10    6     9     1     6     3     4     
Vardas209      Pavarde209     5     3     4     4     4     6     10    9     1     6     8     8     10    4     1     8     
Vardas210      Pavarde210     5     3     1     8     3     2     1     3     6     4     9     8     1     6     1     10    
Vardas211      Pavarde211     5     1     2     2     5     1     7     10    8     6     7     9     3     3     7     9     
Vardas212      Pavarde212     9     4     4     4     1     7     4     6     7     5     7     4     3     4     2     5     
Vardas213      Pavarde213     5     8     5     4     9     6     3     1     1     3     10    1     7     9     4     6     
Vardas214      Pavarde214     3     1     4     1     3     3     8     6     7     8     8     3     10    9     3     1     
Vardas215      Pavarde215     2     4     1     3     9     5     9     5     9     9     6     9     7     2     4     3     
Vardas216      Pavarde216     10    2     2     2     10    10    1     2     5     2     6     10    6     5     10    9     
Vardas217      Pavarde217     1     2     9     6     4     3     3     2     4     9     7     9     2     2     9     1     
Vardas218      Pavarde218     1     10    5     1     5     9     8     4     8     9     9     10    8     5     4     6     
Vardas219      Pavarde219     10    1     9     1     10    5     2     2     7     10    5     5     7     2     8     7     
Vardas220      Pavarde220     1     10    5     6     9     2     5     4     8     10    9     9     5     1     8     7     
Vardas221      Pavarde221     2     3     1     10    8     1     8     7     10    8     9     4     1     1     5     1     
Vardas222      Pavarde222     1     1     1     5     5     5     2     7     1     4     8     3     6     4     10    9     
Vardas223      Pavarde223     4     6     9     1     3     5     9     6     6     7     6     4     4     7     3     1     
Vardas224      Pavarde224     1     9     3     8     6     9     9     9     6     9     5     8     10    3     2     7     
Vardas225      Pavarde225     3     1     1     3     8     2     7     4     6     2     6     7     9     3     7     4     
Vardas226      Pavarde226     4     10    5     8     8     3     6     1     7     5     8     10    6     4     1     2     
Vardas227      Pavarde227     6     5     9     9     4     1     4     1     6     3     6     2     3     4     3     4     
Vardas228      Pavarde228     4     9     3     2     4     5     2     9     5     3     5     6     9     2     4     5     
Vardas229      Pavarde229     10    9     3     7     10    1     7     1     3     4     10    6     3     10    2     7     
Vardas230      Pavarde230     2     5     4     4     2     9     4     9     5     6     3     1     9     8     1     1     
Vardas231      Pavarde231     8     4     3     1     7     8     6     2     9     5     8     7     2     8     10    7     
Vardas232      Pavarde232     4     1     2     2     5     8     6     4     6     3     6     7     5     4     1     10    
Vardas233      Pavarde233     7     6     3     1     5     6     6     3     9     9     4     1     7     4     2     1     
Vardas234      Pavarde234     7     9     10    9     7     6     1     2     3     3     4     10    8     2     10    8     
Vardas235      Pavarde235     8     3     2     8     7     9     8     3     7     7     4     8     1     5     10    10    
Vardas236      Pavarde236     6     5     9     7     8     5     1     7     4     8     3     7     5     3     8     7     
Vardas237      Pavarde237     5     6     4     4     5     5     8     6     4     5     8     6     8     10    8     6     
Vardas238      Pavarde238     4     3     1     10    2     5     6     6     8     6     6     8     5     8     3     8     
Vardas239      Pavarde239     5     2     6     1     10    2     6     8     9     5     10    9     7     9     2     3     
Vardas240      Pavarde240     6     3     8     5     8     1     2     4     1     4     1     9     1     10    9     1     
Vardas241      Pavarde241     5     1     9     2     2     6     8     3     7     1     5     3     10    1     2     9     
Vardas242      Pavarde242     4     1     10    10    4     3     9     1     3     5     10    1     10    4     8     4     
Vardas243      Pavarde243     6     10    6     10    2     7     4     3     1     4     3     2     8     9     4     7     
Vardas244      Pavarde244     5     7     1     2     1     10    5     3     7     9     8     6     7     8     6     8     
Vardas245      Pavarde245     5     6     10    9     1     3     7     3     5     4     8     8     1     7     2     1     
Vardas246      Pavarde246     8     9     9     3     4     3     9     4     1     7     9     8     5     8     9     2     
Vardas247      Pavarde247     3     7     5     1     5     5     8     10    2     1     4     1     2     6     7     1     
Vardas248      Pavarde248     4     3     8     9     3     3     9     8     9     6     9     10    8     7     8     6     
Vardas249      Pavarde249     9     7     4     9     3     6     5     10    1     10    7     8     6     5     1     10    
Vardas250      Pavarde250     5     9     1     9     10    6     2     6     5     10    8     3     7     10    9     2     
Vardas251      Pavarde251     9     3     1     9     5     7     3     5     3     6     7     2     1     10    4     5     
Vardas252      Pavarde252     1     9     6     5     10    2     9     1     8     4     6     7     1     1     6     9     
Vardas253      Pavarde253     8     5     3     7     2     2     10    4     9     1     2     5     8     3     10    6     
Vardas254      Pavarde254     6     3     3     1     2     3     2     1     2     9     10    2     1     1     9     1     
Vardas255      Pavarde255     7     7     8     5     10    10    4     3     6     1     7     5     7     1     7     9     
Vardas256      Pavarde256     4     10    4     2     2     7     9     4     6     9     7     10    6     9     6     8     
Vardas257      Pavarde257     3     1     9     8     8     1     9     8     3     9     9     5     7     9     9     6     
Vardas258      Pavarde258     4     5     3     6     4     8     4     10    2     5     3     3     3     9     1     1     
Vardas259      Pavarde259     3     10    5     2     1     7     7     6     5     7     8     7     4     10    4     5     
Vardas260      Pavarde260     8     2     6     3     1     2     7     10    7     10    9     10    1     6     2     4     
Vardas261      Pavarde261     10    6     10    3     4     6     1     7     7     7     7     3     5     4     6     6     
Vardas262      Pavarde262     9     9     5     6     1     1     1     1     10    4     7     8     4     5     8     9     
Vardas263      Pavarde263     5     10    7     5     6     5     7     3     7     1     4     2     5     9     2     9     
Vardas264      Pavarde264     8     10    2     5     3     3     2     5     4     7     5     5     7     10    9     9     
Vardas265      Pavarde265     7     9     4     8     5     8     2     7     6     10    7     2     10    5     8     6     
Vardas266      Pavarde266     8     8     6     9     8     3     8     2     10    10    1     7     5     5     9     6     
Vardas267      Pavarde267     3     10    8     7     6     7     7     4     8     7     2     3     3     9     9     7     
Vardas268      Pavarde268     6     9     7     4     9     6     8     4     8     4     1     5     1     9     1     3     
Vardas269      Pavarde269     3     3     9     7     1     1     10    4     5     6     3     10    4     7     10    2     
Vardas270      Pavarde270     3     5     8     10    5     1     4     10    7     6     10    3     8     1     1     6     
Vardas271      Pavarde271     6     2     6     7     2     9     5     7     6     1     1     3     10    7     7     1     
Vardas272      Pavarde272     8     9     4     10    10    8     10    4     5     2     4     5     7     8     5     7     
Vardas273      Pavarde273     7     7     6     5     4     5     6     9     4     2     8     9     9     9     6     2     
Vardas274      Pavarde274     10    4     7     4     1     3     10    6     7     6     2     6     7     1     1     3     
Vardas275      Pavarde275     1     4     8     9     2     6     5     1     7     8     1     2     10    6     2     2     
Vardas276      Pavarde276     1     10    1     9     6     3     9     9     5     2     7     8     9     4     2     4     
Vardas277      Pavarde277     9     7     9     6     1     7     1     5     3     9     9     4     4     4     6     4     
Vardas278      Pavarde278     8     8     9     7     2     9     3     5     6     5     7     7     10    5     6     2     
Vardas279      Pavarde279     9     2     9     4     8     2     3     9     9     5     2     4     8     7     10    9     
Vardas280      Pavarde280     7     2     5     10    1     2     6     7     3     5     7     8     10    3     8     6     
Vardas281      Pavarde281     4     3     3     3     9     5     9     2     9     3     10    2     9     3     1     5     
Vardas282      Pavarde282     2     1     8     3     10    8     5     6     2     6     2     6     4     1     4     4     
Vardas283      Pavarde283     4     4     3     2     10    1     2     8     4     1     1     8     4     9     1     10    
Vardas284      Pavarde284     10    10    4     2     2     5     2     1     8     2     1     7     9     5     7     2     
Vardas285      Pavarde285     10    10    2     1     5     3     4     4     3     10    3     5     8     8     2     1     
Vardas286      Pavarde286     2     5     8     9     5     9     1     8     3     2     5     7     6     2     10    7     
Vardas287      Pavarde287     8     4     10    7     5     4     1     6     3     1     9     1     5     7     6     2     
Vardas288      Pavarde288     10    1     6     1     6     4     8     7     8     8     2     2     4     3     7     4     
Vardas289      Pavarde289     9     5     6     4     6     5     7     2     5     8     3     2     8     6     9     5     
Vardas290      Pavarde290     9     5     6     1     1     8     3     2     1     10    7     10    2     2     2     1     
Vardas291      Pavarde291     8     7     4     10    8     8     10    5     10    10    4     3     10    3     7     5     
Vardas292      Pavarde292     5     8     8     6     9     2     9     3     3     10    6     4     5     6     8     4     
Vardas293      Pavarde293     10    4     5     4     1     1     1     7     1     8     4     1     10    7     3     7     
Vardas294      Pavarde294     9     4     2     2     2     5     7     10    7     3     9     3     1     6     7     5     
Vardas295      Pavarde295     2     5     3     2     6     3     8     1     6     5     6     6     3     5     1     7     
Vardas296      Pavarde296     5     9     7     5     5     6     3     7     6     4     8     7     1     10    6     4     
Vardas297      Pavarde297     10    9     5     9     7     5     6     3     2     3     4     4     6     5     4     1     
Vardas298      Pavarde298     10    4     9     9     1     1     4     5     1     6     7     10    5     6     3     5     
Vardas299      Pavarde299     1     8     9     3     7     1     10    9     2     8     4     3     8     10    9     5     
Vardas300      Pavarde300     9     10    9     4     3     3     10    7     9     7     4     3     3     3     5     4     
Vardas301      Pavarde301     1     1     4     2     2     10    2     10    7     7     3     1     9     1     4     3     
